Temperature,Cp,Cp_uncertainty,H,H_uncertainty,S,S_uncertainty,G,G_uncertainty
100.0,30.446565624384974,3.0,14107.282743675043,19908.28417746598,174.9270031443527,32.409605822522764,14089.790043360606,19911.52513804823
110.0,30.466548662014922,3.0,14481.583584197351,20437.62550254028,177.06111286517256,30.805732474120166,14462.106861782182,20441.01413311243
120.0,30.856614783699204,3.0360013008285938,12252.5752245859,17285.33164973476,179.19073040373107,29.208212030796215,12231.072336937452,17288.836635178453
130.0,30.69095306172533,3.0028689564338187,12071.699955886623,17029.535391642363,181.2503128512875,27.70973616300942,12048.137415215955,17033.137657343552
140.0,30.95680231107701,3.056038806304155,10330.052474505079,14566.47390259964,182.8647220107484,26.840830396853555,10304.451413423574,14570.2316188552
150.0,30.619791416638456,3.0,13089.05108835487,18468.287160874585,184.4278907228728,26.04438956626305,13061.38690474644,18472.193819309523
160.0,31.716561697438273,3.207990683576408,13720.950503173055,19361.927883366086,186.19134566682078,24.96470123027105,13691.159887866364,19365.922235562928
170.0,31.25942786882021,3.1165639178527957,14786.44307593126,20868.76193036854,187.57209606611866,24.426238851705016,14754.55581960002,20872.91439097333
180.0,32.15926361197366,3.296531066483484,14695.822813492998,20740.60552620254,188.97047043382122,23.86285241799823,14661.80812881491,20744.90083963778
190.0,30.846251658622307,3.0339286758132147,11278.114070902968,15907.235470190622,190.40343582066282,23.250546895888743,11241.93741809704,15911.65307410084
200.0,31.676054967967715,3.1998893376822966,15638.236304133903,22073.379466030277,192.019710291259,22.379003181427322,15599.832362075651,22077.85526666656
210.0,31.220775983831118,3.108833540854977,13045.925145151783,18407.29786710665,192.47320044089713,23.151884823779554,13005.505773059194,18412.15976291964
220.0,30.97455293010929,3.0595889301106114,15908.43613818021,22455.499735889527,193.94552218367608,22.483921009337895,15865.7681232998,22460.446198511578
230.0,31.188036675522177,3.102285679193188,15181.86084290865,21427.96709923125,195.264655922195,22.032597748113556,15136.949972046546,21433.034596713314
240.0,31.500251995198404,3.164728743128434,16102.406007285215,22729.81455546956,196.27374310156512,22.019746535804643,16055.30030894084,22735.09929463815
250.0,33.14002526634483,3.492683397357719,11516.686013940911,16244.627147636584,198.59382890380547,20.152863290780164,11467.03755671496,16249.66536345928
260.0,32.36671377659375,3.338021099407503,14634.720450822086,20654.193736220295,199.3951654223667,20.43381588057915,14582.87770781227,20659.506528349248
270.0,31.542610790687817,3.173200502226317,14117.433596588791,19922.63965132626,200.23828705633636,20.65567539346217,14063.369259083582,19928.216683682494
280.0,33.10315216968535,3.4853087780258236,14438.480926782397,20376.669139849728,202.22360434638398,19.262226318636124,14381.85831756541,20382.062563218944
290.0,33.40850826534403,3.546379997157559,17674.768957410728,24953.471564510026,203.91748442032235,19.099091364360316,17615.632886928834,24958.773034705177
300.0,34.24761865370599,4.093302697135252,16444.008624402242,23212.9136095386,205.08804671636835,19.233203823569514,16382.482210387332,23218.325525597138
310.0,33.21187462271644,3.50705326863204,14559.799524459479,20548.23954605274,205.44578575651911,19.204751631599667,14496.111330874957,20554.113430502828
320.0,33.9937562698874,3.7342870709626297,16157.562959299652,22807.818265067537,207.03560096311912,19.422714672919668,16091.311566991453,22813.614709768543
330.0,33.62195229077729,3.58906880224421,15218.411929364725,21479.6581414169,208.16926597486662,19.54944767526917,15149.71607159302,21485.573344826917
340.0,33.89585944699891,3.643850233488535,15939.289203252827,22499.132558956,209.03229957587462,19.622054395470766,15868.21822139703,22505.292868865472
350.0,32.98355907740041,3.461390159568835,18841.448897022165,26603.406158057143,209.64104164483606,19.643802809263057,18768.074532446473,26609.94131634755
360.0,33.61655629479191,3.587989603047136,13917.297923248168,19639.60506777328,210.90579846339062,19.796754172973973,13841.371835801348,19646.192152705906
370.0,34.943518203748845,5.0774532788551845,17077.11756322481,24108.264857281112,212.9776585310663,20.11112618650911,16998.315829568317,24114.474056348678
380.0,34.417123770894115,4.3330191327543375,14158.28854586418,19980.417274681575,213.27631635049417,20.07085775039468,14077.243545650992,19987.171192037134
390.0,33.60086368783543,3.584851081655838,19317.98791242352,27277.33409663766,213.69727719795503,20.05504991988685,19234.645974316318,27284.58511381931
400.0,34.26865827408985,4.123057213629289,15894.397799402104,22435.64652679634,214.31561097766303,20.07871667582845,15808.67155501104,22443.299370513483
410.0,34.24520884773823,4.089894716852961,14638.333528669926,20659.30339991462,215.44274309591486,20.20414309947882,14550.002004000602,20667.073850018696
420.0,35.014473133620314,5.177798702996648,17297.02817998328,24419.265434010777,217.09201314157414,20.433997108610672,17205.849534463818,24426.839760556348
430.0,34.80894750353507,4.88714156951483,18702.684549522244,26407.163735848906,217.81473123050452,20.478540726396748,18609.024215093126,26415.087021913576
440.0,34.674270889122276,4.696680074877761,16081.681009770786,22700.504982904502,218.73002764418766,20.561600009133375,15985.439797607343,22708.665238578436
450.0,35.14046190741919,5.355973735609771,15217.11942583594,21477.83026539708,219.79934041688585,20.675462563673012,15118.20972264834,21486.131871048798
460.0,36.83374154095359,7.750632758244271,13697.120542624749,19328.227229967855,222.48331612537555,21.112257705370954,13594.778217207075,19335.61782515377
470.0,34.38086241928261,4.281737837515359,20561.10441042428,29035.366307720084,221.55390793456507,20.826376067208862,20456.974073695033,29044.200007777214
480.0,36.68043320787611,7.533822034381289,14661.960002326643,20692.716279391003,224.13074707333456,21.241743894962756,14554.377243731442,20700.667536611225
490.0,36.35478010248017,7.073278996101435,15479.479914250238,21848.864026343406,224.45483483791583,21.206561447879007,15369.49704517966,21857.44931803837
